-8.504104614257812,125.32447814941406,8
-9.420089721679688,125.24208068847656,1
-9.418716430664062,125.24208068847656,14
-9.420089721679688,125.24345397949219,1
-9.418716430664062,125.24345397949219,6
-9.415969848632812,125.23933410644531,12
-9.417343139648438,125.24070739746094,5
-9.417343139648438,125.24208068847656,9
-9.415969848632812,125.24070739746094,5
-9.415969848632812,125.24208068847656,7
-9.415969848632812,125.24345397949219,0
-8.510971069335938,125.32859802246094,0
-8.512344360351562,125.32722473144531,0
-8.512344360351562,125.32859802246094,2
-9.413223266601562,125.22834777832031,32
-9.414596557617188,125.23109436035156,7
-9.414596557617188,125.23384094238281,15
-9.413223266601562,125.22972106933594,0
-9.414596557617188,125.23521423339844,14
-9.414596557617188,125.23658752441406,17
-9.413223266601562,125.23521423339844,0
-9.411849975585938,125.22972106933594,1
-9.414596557617188,125.23796081542969,25
-9.410476684570312,125.22972106933594,0
-9.413223266601562,125.23796081542969,19
-8.505477905273438,125.33134460449219,3
-8.505477905273438,125.32997131347656,2
-8.504104614257812,125.33134460449219,10
-8.508224487304688,125.33134460449219,5
-8.506851196289062,125.33134460449219,4
-8.506851196289062,125.32997131347656,15
-8.506851196289062,125.32722473144531,3
-8.508224487304688,125.32997131347656,1
-8.506851196289062,125.32859802246094,1
-8.508224487304688,125.32722473144531,0
-8.508224487304688,125.32859802246094,11
-9.409103393554688,125.23521423339844,7
-9.409103393554688,125.23796081542969,7
-9.409103393554688,125.23658752441406,59
-9.407730102539062,125.23796081542969,21
-9.407730102539062,125.23658752441406,2
-8.715591430664062,126.97929382324219,0
-9.410476684570312,125.23658752441406,0
-9.411849975585938,125.23796081542969,12
-9.414596557617188,125.23933410644531,36
-9.410476684570312,125.23796081542969,25
-9.414596557617188,125.24070739746094,10
-9.413223266601562,125.23933410644531,19
-9.414596557617188,125.24208068847656,6
-9.413223266601562,125.24070739746094,31
-9.414596557617188,125.24345397949219,21
-9.413223266601562,125.24345397949219,37
-9.413223266601562,125.24208068847656,36
-9.411849975585938,125.24070739746094,2
-9.411849975585938,125.23933410644531,12
-8.493118286132812,125.28877258300781,4
-9.410476684570312,125.24070739746094,0
-9.410476684570312,125.23933410644531,38
-9.411849975585938,125.24345397949219,10
-9.411849975585938,125.24208068847656,13
-9.410476684570312,125.24208068847656,18
-9.406356811523438,125.23796081542969,9
-9.406356811523438,125.23658752441406,11
-9.404983520507812,125.23796081542969,0
-9.404983520507812,125.23658752441406,7
-9.409103393554688,125.23933410644531,21
-9.409103393554688,125.24070739746094,80
-9.409103393554688,125.24208068847656,9
-8.502731323242188,125.30525207519531,1
-9.409103393554688,125.24345397949219,5
-8.502731323242188,125.30662536621094,4
-9.407730102539062,125.24345397949219,13
-8.718338012695312,126.98204040527344,70
-9.406356811523438,125.24345397949219,3
-9.404983520507812,125.24345397949219,1
-9.214096069335938,124.27253723144531,39
-9.215469360351562,124.27665710449219,287
-9.214096069335938,124.27391052246094,46
-9.216842651367188,124.27528381347656,75
-9.215469360351562,124.27528381347656,279
-9.216842651367188,124.27665710449219,29
-9.212722778320312,124.27665710449219,80
-9.214096069335938,124.27528381347656,132
-9.212722778320312,124.27391052246094,13
-9.212722778320312,124.27528381347656,153
-9.214096069335938,124.27665710449219,148
-9.215469360351562,124.27253723144531,114
-9.216842651367188,124.27391052246094,89
-9.215469360351562,124.27391052246094,29
-8.715591430664062,126.99302673339844,1
-9.216842651367188,124.27253723144531,62
-8.715591430664062,126.99440002441406,29
-8.501358032226562,125.30937194824219,3
-8.501358032226562,125.30799865722656,2
-8.502731323242188,125.30799865722656,2
-8.719711303710938,126.98204040527344,2
-9.216842651367188,124.27116394042969,37
-9.216842651367188,124.26979064941406,2
-8.490371704101562,125.29014587402344,7
-9.215469360351562,124.27116394042969,4
-8.491744995117188,125.29014587402344,1
-8.491744995117188,125.28877258300781,3
-8.487625122070312,125.29289245605469,5
-8.488998413085938,125.29151916503906,6
-8.716964721679688,126.98066711425781,2
-9.222335815429688,124.27665710449219,15
-8.493118286132812,125.30799865722656,2
-8.703231811523438,126.97929382324219,0
-9.220962524414062,124.27528381347656,6
-8.493118286132812,125.30662536621094,3
-9.220962524414062,124.27253723144531,2
-9.222335815429688,124.27528381347656,16
-9.220962524414062,124.27391052246094,3
-8.494491577148438,125.30799865722656,1
-8.718338012695312,126.98066711425781,11
-9.218215942382812,124.27391052246094,14
-9.218215942382812,124.27253723144531,4
-8.701858520507812,126.97929382324219,19
-8.366775512695312,127.22373962402344,98
-8.370895385742188,127.22785949707031,12
-8.368148803710938,127.22511291503906,8
-8.368148803710938,127.22648620605469,88
-8.366775512695312,127.22511291503906,6
-8.366775512695312,127.22648620605469,23
-9.317092895507812,124.10362243652344,17
-9.317092895507812,124.10224914550781,4
-8.369522094726562,127.22373962402344,12
-8.368148803710938,127.22236633300781,9
-8.370895385742188,127.22648620605469,0
-8.369522094726562,127.22648620605469,10
-9.318466186523438,124.10224914550781,4
-8.517837524414062,125.32585144042969,1
-8.516464233398438,125.32310485839844,4
-8.519210815429688,125.32447814941406,13
-8.517837524414062,125.32310485839844,0
-8.517837524414062,125.32447814941406,1
-8.519210815429688,125.32585144042969,7
-8.364028930664062,127.22236633300781,4
-8.519210815429688,125.32173156738281,13
-8.364028930664062,127.22373962402344,2
-8.365402221679688,127.22511291503906,5
