41.63145,41.58197
41.63148,41.58197
41.63148,41.582
41.64388,41.60559
41.64394,41.60569
41.63272,41.58339
41.63297,41.58373
41.63322,41.58401
41.64388,41.60562
41.64391,41.60565
41.64602,41.60823
41.64619,41.60848
41.65697,41.58177
41.657,41.58177
41.657,41.5818
41.65703,41.5818
41.65729,41.58201
41.65757,41.58219
41.65757,41.58224
41.6576,41.58227
41.65763,41.5823
41.65793,41.58241
41.65829,41.58241
41.65829,41.58248
41.65832,41.58248
41.65864,41.58248
41.65899,41.58253
41.65899,41.5825
41.65903,41.5825
41.65938,41.58246
41.65973,41.58233
41.65973,41.58239
41.65976,41.58239
41.65979,41.58239
41.66009,41.58232
41.66045,41.58221
41.66048,41.58221
41.66051,41.58221
41.66081,41.58207
41.6611,41.58221
41.66115,41.58201
41.66119,41.58198
41.66122,41.58198
41.66152,41.58185
41.66187,41.58173
41.6619,41.58173
41.6619,41.58176
41.66193,41.58176
41.66222,41.58171
41.66264,41.58175
41.66258,41.58169
41.66261,41.58169
41.66264,41.58169
41.66294,41.58165
41.66329,41.58165
41.66329,41.58168
41.66332,41.58168
41.66335,41.58168
41.66368,41.58163
41.66399,41.58166
41.66403,41.58164
41.66406,41.58164
41.66409,41.58164
41.66437,41.58164
41.66472,41.58169
41.66472,41.58164
41.66475,41.58164
41.66478,41.58164
41.66507,41.58161
41.66541,41.58164
41.66544,41.58164
41.66547,41.58164
41.6655,41.58164
41.6658,41.5816
41.66616,41.58165
41.66619,41.58162
41.66622,41.58162
41.6665,41.58156
41.66688,41.58153
41.66691,41.58154
41.66694,41.58154
41.66723,41.58147
41.66759,41.58147
41.66759,41.58144
41.66762,41.58144
41.66766,41.58144
41.66793,41.58134
41.66831,41.58134
41.66834,41.58134
41.66837,41.58134
41.6687,41.58126
41.66904,41.58122
41.66904,41.58119
41.66907,41.58119
41.6691,41.58119
41.6694,41.58115
41.66972,41.58115
41.66975,41.58115
41.66978,41.58115
41.66981,41.58114
41.67011,41.58114
41.67044,41.58114
41.67048,41.58114
41.67051,41.58114
41.67054,41.58114
41.67086,41.58119
41.67121,41.58136
41.67121,41.58132
41.67124,41.58132
41.67124,41.58135
41.67128,41.58135
41.67161,41.58153
41.6719,41.5817
41.67193,41.5817
41.67196,41.5817
41.67199,41.5817
41.67226,41.58182
41.67245,41.58191
41.67248,41.58191
41.6725,41.58194
41.6727,41.58207
41.67286,41.58223
41.67289,41.58223
41.67308,41.5823
41.67328,41.58223
41.67328,41.58237
41.67331,41.58237
41.67349,41.58246
41.67364,41.58242
41.67371,41.58255
41.67374,41.58255
41.67374,41.58258
41.67395,41.58273
41.67404,41.58273
41.67414,41.58277
41.67417,41.5828
41.6742,41.5828
41.67442,41.58295
41.67471,41.58315
41.67474,41.58315
41.67474,41.58319
41.67477,41.58319
41.67477,41.58323
41.6748,41.58323
41.6748,41.58326
41.67493,41.58337
41.67533,41.58337
41.67533,41.5836
41.67536,41.58363
41.67539,41.58363
41.67539,41.58366
41.67575,41.58398
41.67618,41.5843
41.67613,41.58434
41.67616,41.58437
41.67616,41.5844
41.6762,41.5844
41.67653,41.58474
